--------------------- capital-common-countries.txt---------------------

--------------------- capital-world.txt---------------------
Bamako Mali (Havana)? : Cuba
finger fingers (building)? : buildings
finger fingers (car)? : cars
finger fingers (cat)? : cats
finger fingers (child)? : children
finger fingers (cloud)? : clouds
finger fingers (color)? : colors
finger fingers (computer)? : computers
finger fingers (cow)? : cows
finger fingers (dog)? : dogs
finger fingers (dollar)? : dollars
finger fingers (dream)? : dreams
finger fingers (elephant)? : elephants
finger fingers (eye)? : eyes
goat goats (hand)? : hands
goat goats (horse)? : horses
goat goats (lion)? : lions
goat goats (machine)? : machines
goat goats (monkey)? : monkeys
goat goats (mouse)? : mice
goat goats (onion)? : onions
goat goats (pear)? : pears
goat goats (road)? : roads
goat goats (snake)? : snakes
goat goats (banana)? : bananas
goat goats (bird)? : birds
goat goats (bottle)? : bottles
goat goats (building)? : buildings
goat goats (car)? : cars
goat goats (cat)? : cats
goat goats (cloud)? : clouds
goat goats (color)? : colors
goat goats (cow)? : cows
goat goats (dog)? : dogs
goat goats (dream)? : dreams
goat goats (elephant)? : elephants
goat goats (eye)? : eyes
goat goats (finger)? : fingers
hand hands (horse)? : horses
hand hands (lion)? : lions
hand hands (machine)? : machines
hand hands (monkey)? : monkeys
hand hands (mouse)? : mice
hand hands (onion)? : onions
hand hands (pear)? : pears
hand hands (pig)? : pigs
hand hands (road)? : roads
hand hands (snake)? : snakes
hand hands (banana)? : bananas
hand hands (bird)? : birds
hand hands (bottle)? : bottles
hand hands (car)? : cars
hand hands (cat)? : cats
hand hands (child)? : children
hand hands (cloud)? : clouds
hand hands (color)? : colors
hand hands (computer)? : computers
hand hands (cow)? : cows
hand hands (dog)? : dogs
hand hands (dollar)? : dollars
hand hands (dream)? : dreams
hand hands (elephant)? : elephants
hand hands (eye)? : eyes
hand hands (finger)? : fingers
hand hands (goat)? : goats
horse horses (lion)? : lions
horse horses (machine)? : machines
horse horses (monkey)? : monkeys
horse horses (mouse)? : mice
horse horses (onion)? : onions
horse horses (pear)? : pears
horse horses (road)? : roads
horse horses (snake)? : snakes
horse horses (banana)? : bananas
horse horses (bird)? : birds
horse horses (bottle)? : bottles
horse horses (building)? : buildings
horse horses (car)? : cars
horse horses (cat)? : cats
horse horses (child)? : children
horse horses (cloud)? : clouds
horse horses (color)? : colors
horse horses (cow)? : cows
horse horses (dog)? : dogs
horse horses (dollar)? : dollars
horse horses (dream)? : dreams
horse horses (elephant)? : elephants
horse horses (eye)? : eyes
horse horses (finger)? : fingers
horse horses (goat)? : goats
horse horses (hand)? : hands
lion lions (machine)? : machines
lion lions (monkey)? : monkeys
lion lions (mouse)? : mice
lion lions (onion)? : onions
lion lions (pear)? : pears
lion lions (pig)? : pigs
lion lions (road)? : roads
lion lions (snake)? : snakes
lion lions (banana)? : bananas
lion lions (bird)? : birds
lion lions (bottle)? : bottles
lion lions (car)? : cars
lion lions (cat)? : cats
lion lions (child)? : children
lion lions (cloud)? : clouds
lion lions (color)? : colors
lion lions (computer)? : computers
lion lions (cow)? : cows
lion lions (dog)? : dogs
lion lions (dollar)? : dollars
lion lions (dream)? : dreams
lion lions (elephant)? : elephants
lion lions (eye)? : eyes
lion lions (finger)? : fingers
lion lions (goat)? : goats
lion lions (hand)? : hands
lion lions (horse)? : horses
machine machines (monkey)? : monkeys
machine machines (onion)? : onions
machine machines (pear)? : pears
machine machines (pig)? : pigs
machine machines (road)? : roads
machine machines (snake)? : snakes
machine machines (banana)? : bananas
machine machines (bird)? : birds
machine machines (bottle)? : bottles
machine machines (car)? : cars
machine machines (cat)? : cats
machine machines (child)? : children
machine machines (cloud)? : clouds
machine machines (color)? : colors
machine machines (cow)? : cows
machine machines (dog)? : dogs
machine machines (dollar)? : dollars
machine machines (dream)? : dreams
machine machines (elephant)? : elephants
machine machines (eye)? : eyes
machine machines (finger)? : fingers
machine machines (goat)? : goats
machine machines (hand)? : hands
machine machines (horse)? : horses
machine machines (lion)? : lions
mango mangoes (monkey)? : monkeys
mango mangoes (mouse)? : mice
mango mangoes (onion)? : onions
mango mangoes (pear)? : pears
mango mangoes (pig)? : pigs
mango mangoes (road)? : roads
mango mangoes (snake)? : snakes
mango mangoes (banana)? : bananas
mango mangoes (bird)? : birds
mango mangoes (bottle)? : bottles
mango mangoes (building)? : buildings
mango mangoes (car)? : cars
mango mangoes (cat)? : cats
mango mangoes (child)? : children
mango mangoes (cloud)? : clouds
mango mangoes (color)? : colors
mango mangoes (computer)? : computers
mango mangoes (cow)? : cows
mango mangoes (dog)? : dogs
mango mangoes (dollar)? : dollars
mango mangoes (dream)? : dreams
mango mangoes (elephant)? : elephants
mango mangoes (eye)? : eyes
mango mangoes (finger)? : fingers
mango mangoes (goat)? : goats
mango mangoes (hand)? : hands
mango mangoes (horse)? : horses
mango mangoes (lion)? : lions
mango mangoes (machine)? : machines
man men (monkey)? : monkeys
man men (onion)? : onions
man men (pear)? : pears
man men (road)? : roads
man men (snake)? : snakes
man men (banana)? : bananas
man men (bird)? : birds
man men (bottle)? : bottles
man men (car)? : cars
man men (cat)? : cats
man men (color)? : colors
man men (cow)? : cows
man men (dog)? : dogs
man men (dream)? : dreams
man men (elephant)? : elephants
man men (eye)? : eyes
man men (finger)? : fingers
man men (goat)? : goats
man men (hand)? : hands
man men (horse)? : horses
man men (lion)? : lions
man men (machine)? : machines
melon melons (monkey)? : monkeys
melon melons (mouse)? : mice
melon melons (onion)? : onions
melon melons (pear)? : pears
melon melons (road)? : roads
melon melons (snake)? : snakes
melon melons (banana)? : bananas
melon melons (bird)? : birds
melon melons (bottle)? : bottles
melon melons (building)? : buildings
melon melons (car)? : cars
melon melons (cat)? : cats
melon melons (child)? : children
melon melons (cloud)? : clouds
melon melons (color)? : colors
melon melons (cow)? : cows
melon melons (dog)? : dogs
melon melons (dollar)? : dollars
melon melons (dream)? : dreams
melon melons (elephant)? : elephants
melon melons (eye)? : eyes
melon melons (finger)? : fingers
melon melons (goat)? : goats
melon melons (horse)? : horses
melon melons (lion)? : lions
melon melons (machine)? : machines
monkey monkeys (mouse)? : mice
monkey monkeys (onion)? : onions
monkey monkeys (pear)? : pears
monkey monkeys (pig)? : pigs
monkey monkeys (road)? : roads
monkey monkeys (snake)? : snakes
monkey monkeys (banana)? : bananas
monkey monkeys (bird)? : birds
monkey monkeys (bottle)? : bottles
monkey monkeys (car)? : cars
monkey monkeys (cat)? : cats
monkey monkeys (cloud)? : clouds
monkey monkeys (color)? : colors
monkey monkeys (cow)? : cows
monkey monkeys (dog)? : dogs
monkey monkeys (dollar)? : dollars
monkey monkeys (dream)? : dreams
monkey monkeys (elephant)? : elephants
monkey monkeys (eye)? : eyes
monkey monkeys (finger)? : fingers
monkey monkeys (goat)? : goats
monkey monkeys (hand)? : hands
monkey monkeys (horse)? : horses
monkey monkeys (lion)? : lions
monkey monkeys (machine)? : machines
mouse mice (onion)? : onions
mouse mice (pear)? : pears
mouse mice (pig)? : pigs
mouse mice (road)? : roads
mouse mice (snake)? : snakes
mouse mice (banana)? : bananas
mouse mice (bird)? : birds
mouse mice (bottle)? : bottles
mouse mice (car)? : cars
mouse mice (cat)? : cats
mouse mice (child)? : children
mouse mice (cloud)? : clouds
mouse mice (color)? : colors
mouse mice (cow)? : cows
mouse mice (dog)? : dogs
mouse mice (dollar)? : dollars
mouse mice (dream)? : dreams
mouse mice (elephant)? : elephants
mouse mice (eye)? : eyes
mouse mice (finger)? : fingers
mouse mice (goat)? : goats
mouse mice (hand)? : hands
mouse mice (horse)? : horses
mouse mice (lion)? : lions
mouse mice (machine)? : machines
mouse mice (monkey)? : monkeys
onion onions (pear)? : pears
onion onions (pig)? : pigs
onion onions (rat)? : rats
onion onions (road)? : roads
onion onions (snake)? : snakes
onion onions (banana)? : bananas
onion onions (bird)? : birds
onion onions (bottle)? : bottles
onion onions (car)? : cars
onion onions (cat)? : cats
onion onions (child)? : children
onion onions (cloud)? : clouds
onion onions (color)? : colors
onion onions (computer)? : computers
onion onions (cow)? : cows
onion onions (dog)? : dogs
onion onions (dollar)? : dollars
onion onions (dream)? : dreams
onion onions (elephant)? : elephants
onion onions (eye)? : eyes
onion onions (finger)? : fingers
onion onions (goat)? : goats
onion onions (hand)? : hands
onion onions (horse)? : horses
onion onions (lion)? : lions
onion onions (machine)? : machines
onion onions (monkey)? : monkeys
onion onions (mouse)? : mice
pear pears (pig)? : pigs
pear pears (rat)? : rats
pear pears (road)? : roads
pear pears (snake)? : snakes
pear pears (woman)? : women
pear pears (banana)? : bananas
pear pears (bird)? : birds
pear pears (bottle)? : bottles
pear pears (building)? : buildings
pear pears (car)? : cars
pear pears (cat)? : cats
pear pears (child)? : children
pear pears (cloud)? : clouds
pear pears (color)? : colors
pear pears (computer)? : computers
pear pears (cow)? : cows
pear pears (dog)? : dogs
pear pears (dollar)? : dollars
pear pears (dream)? : dreams
pear pears (elephant)? : elephants
pear pears (eye)? : eyes
pear pears (finger)? : fingers
pear pears (goat)? : goats
pear pears (hand)? : hands
pear pears (horse)? : horses
pear pears (lion)? : lions
pear pears (machine)? : machines
pear pears (man)? : men
pear pears (monkey)? : monkeys
pear pears (mouse)? : mice
pear pears (onion)? : onions
pig pigs (road)? : roads
pig pigs (snake)? : snakes
pig pigs (banana)? : bananas
pig pigs (bird)? : birds
pig pigs (bottle)? : bottles
pig pigs (car)? : cars
pig pigs (cat)? : cats
pig pigs (cloud)? : clouds
pig pigs (computer)? : computers
pig pigs (cow)? : cows
pig pigs (dog)? : dogs
pig pigs (dollar)? : dollars
pig pigs (dream)? : dreams
pig pigs (elephant)? : elephants
pig pigs (eye)? : eyes
pig pigs (finger)? : fingers
pig pigs (goat)? : goats
pig pigs (hand)? : hands
pig pigs (horse)? : horses
pig pigs (lion)? : lions
pig pigs (machine)? : machines
pig pigs (monkey)? : monkeys
pig pigs (mouse)? : mice
pig pigs (onion)? : onions
pig pigs (pear)? : pears
pineapple pineapples (rat)? : rats
pineapple pineapples (road)? : roads
pineapple pineapples (snake)? : snakes
pineapple pineapples (banana)? : bananas
pineapple pineapples (bird)? : birds
pineapple pineapples (bottle)? : bottles
pineapple pineapples (building)? : buildings
pineapple pineapples (car)? : cars
pineapple pineapples (cat)? : cats
pineapple pineapples (child)? : children
pineapple pineapples (cloud)? : clouds
pineapple pineapples (color)? : colors
pineapple pineapples (computer)? : computers
pineapple pineapples (cow)? : cows
pineapple pineapples (dog)? : dogs
pineapple pineapples (dollar)? : dollars
pineapple pineapples (dream)? : dreams
pineapple pineapples (elephant)? : elephants
pineapple pineapples (eye)? : eyes
pineapple pineapples (finger)? : fingers
pineapple pineapples (goat)? : goats
pineapple pineapples (hand)? : hands
pineapple pineapples (horse)? : horses
pineapple pineapples (lion)? : lions
pineapple pineapples (machine)? : machines
pineapple pineapples (monkey)? : monkeys
pineapple pineapples (mouse)? : mice
pineapple pineapples (onion)? : onions
pineapple pineapples (pear)? : pears
pineapple pineapples (pig)? : pigs
rat rats (road)? : roads
rat rats (snake)? : snakes
rat rats (banana)? : bananas
rat rats (bottle)? : bottles
rat rats (car)? : cars
rat rats (cat)? : cats
rat rats (color)? : colors
rat rats (cow)? : cows
rat rats (dog)? : dogs
rat rats (dollar)? : dollars
rat rats (dream)? : dreams
rat rats (elephant)? : elephants
rat rats (eye)? : eyes
rat rats (finger)? : fingers
rat rats (goat)? : goats
rat rats (hand)? : hands
rat rats (horse)? : horses
rat rats (lion)? : lions
rat rats (machine)? : machines
rat rats (mouse)? : mice
rat rats (onion)? : onions
rat rats (pear)? : pears
rat rats (pig)? : pigs
road roads (snake)? : snakes
road roads (banana)? : bananas
road roads (bird)? : birds
road roads (bottle)? : bottles
road roads (car)? : cars
road roads (cat)? : cats
road roads (cloud)? : clouds
road roads (color)? : colors
road roads (computer)? : computers
road roads (cow)? : cows
road roads (dog)? : dogs
road roads (dollar)? : dollars
road roads (dream)? : dreams
road roads (elephant)? : elephants
road roads (eye)? : eyes
road roads (finger)? : fingers
road roads (goat)? : goats
road roads (hand)? : hands
road roads (horse)? : horses
road roads (lion)? : lions
road roads (machine)? : machines
road roads (monkey)? : monkeys
road roads (mouse)? : mice
road roads (onion)? : onions
road roads (pear)? : pears
road roads (pig)? : pigs
snake snakes (banana)? : bananas
snake snakes (bird)? : birds
snake snakes (bottle)? : bottles
snake snakes (car)? : cars
snake snakes (cat)? : cats
snake snakes (cloud)? : clouds
snake snakes (color)? : colors
snake snakes (cow)? : cows
snake snakes (dog)? : dogs
snake snakes (dollar)? : dollars
snake snakes (dream)? : dreams
snake snakes (elephant)? : elephants
snake snakes (eye)? : eyes
snake snakes (finger)? : fingers
snake snakes (goat)? : goats
snake snakes (hand)? : hands
snake snakes (horse)? : horses
snake snakes (lion)? : lions
snake snakes (machine)? : machines
snake snakes (monkey)? : monkeys
snake snakes (mouse)? : mice
snake snakes (onion)? : onions
snake snakes (pear)? : pears
snake snakes (pig)? : pigs
snake snakes (road)? : roads
woman women (banana)? : bananas
woman women (bird)? : birds
woman women (bottle)? : bottles
woman women (car)? : cars
woman women (cat)? : cats
woman women (cloud)? : clouds
woman women (cow)? : cows
woman women (dream)? : dreams
woman women (elephant)? : elephants
woman women (eye)? : eyes
woman women (finger)? : fingers
woman women (hand)? : hands
woman women (horse)? : horses
woman women (lion)? : lions
woman women (monkey)? : monkeys
woman women (onion)? : onions
woman women (pear)? : pears
woman women (road)? : roads
woman women (snake)? : snakes

--------------------- gram9-plural-verbs.txt---------------------
decrease decreases (describe)? : describes
decrease decreases (eat)? : eats
decrease decreases (enhance)? : enhances
decrease decreases (estimate)? : estimates
decrease decreases (generate)? : generates
decrease decreases (implement)? : implements
decrease decreases (listen)? : listens
decrease decreases (play)? : plays
decrease decreases (predict)? : predicts
decrease decreases (provide)? : provides
decrease decreases (say)? : says
decrease decreases (search)? : searches
decrease decreases (sing)? : sings
decrease decreases (swim)? : swims
decrease decreases (vanish)? : vanishes
decrease decreases (walk)? : walks
decrease decreases (work)? : works
describe describes (enhance)? : enhances
describe describes (estimate)? : estimates
describe describes (generate)? : generates
describe describes (implement)? : implements
describe describes (increase)? : increases
describe describes (listen)? : listens
describe describes (play)? : plays
describe describes (predict)? : predicts
describe describes (provide)? : provides
describe describes (search)? : searches
describe describes (sit)? : sits
describe describes (swim)? : swims
describe describes (vanish)? : vanishes
describe describes (work)? : works
describe describes (decrease)? : decreases
eat eats (enhance)? : enhances
eat eats (estimate)? : estimates
eat eats (generate)? : generates
eat eats (implement)? : implements
eat eats (increase)? : increases
eat eats (listen)? : listens
eat eats (play)? : plays
eat eats (predict)? : predicts
eat eats (provide)? : provides
eat eats (say)? : says
eat eats (search)? : searches
eat eats (speak)? : speaks
eat eats (swim)? : swims
eat eats (vanish)? : vanishes
eat eats (walk)? : walks
eat eats (work)? : works
eat eats (decrease)? : decreases
enhance enhances (estimate)? : estimates
enhance enhances (generate)? : generates
enhance enhances (implement)? : implements
enhance enhances (increase)? : increases
enhance enhances (listen)? : listens
enhance enhances (play)? : plays
enhance enhances (predict)? : predicts
enhance enhances (provide)? : provides
enhance enhances (say)? : says
enhance enhances (search)? : searches
enhance enhances (sing)? : sings
enhance enhances (sit)? : sits
enhance enhances (slow)? : slows
enhance enhances (speak)? : speaks
enhance enhances (swim)? : swims
enhance enhances (vanish)? : vanishes
enhance enhances (walk)? : walks
enhance enhances (work)? : works
enhance enhances (decrease)? : decreases
enhance enhances (describe)? : describes
enhance enhances (eat)? : eats
estimate estimates (generate)? : generates
estimate estimates (implement)? : implements
estimate estimates (increase)? : increases
estimate estimates (listen)? : listens
estimate estimates (play)? : plays
estimate estimates (predict)? : predicts
estimate estimates (provide)? : provides
estimate estimates (say)? : says
estimate estimates (search)? : searches
estimate estimates (sing)? : sings
estimate estimates (sit)? : sits
estimate estimates (slow)? : slows
estimate estimates (speak)? : speaks
estimate estimates (swim)? : swims
estimate estimates (vanish)? : vanishes
estimate estimates (walk)? : walks
estimate estimates (work)? : works
estimate estimates (write)? : writes
estimate estimates (decrease)? : decreases
estimate estimates (describe)? : describes
estimate estimates (eat)? : eats
estimate estimates (enhance)? : enhances
find finds (generate)? : generates
find finds (implement)? : implements
find finds (listen)? : listens
find finds (play)? : plays
find finds (predict)? : predicts
find finds (provide)? : provides
find finds (search)? : searches
find finds (swim)? : swims
find finds (vanish)? : vanishes
find finds (work)? : works
find finds (decrease)? : decreases
find finds (describe)? : describes
find finds (enhance)? : enhances
find finds (estimate)? : estimates
generate generates (implement)? : implements
generate generates (increase)? : increases
generate generates (listen)? : listens
generate generates (play)? : plays
generate generates (predict)? : predicts
generate generates (provide)? : provides
generate generates (say)? : says
generate generates (search)? : searches
generate generates (sing)? : sings
generate generates (slow)? : slows
generate generates (speak)? : speaks
generate generates (swim)? : swims
generate generates (vanish)? : vanishes
generate generates (work)? : works
generate generates (decrease)? : decreases
generate generates (describe)? : describes
generate generates (eat)? : eats
generate generates (enhance)? : enhances
generate generates (estimate)? : estimates
go goes (implement)? : implements
go goes (listen)? : listens
go goes (predict)? : predicts
go goes (search)? : searches
go goes (swim)? : swims
go goes (vanish)? : vanishes
go goes (work)? : works
go goes (enhance)? : enhances
go goes (generate)? : generates
implement implements (increase)? : increases
implement implements (listen)? : listens
implement implements (play)? : plays
implement implements (predict)? : predicts
implement implements (provide)? : provides
implement implements (say)? : says
implement implements (search)? : searches
implement implements (sing)? : sings
implement implements (sit)? : sits
implement implements (slow)? : slows
implement implements (speak)? : speaks
implement implements (swim)? : swims
implement implements (vanish)? : vanishes
implement implements (walk)? : walks
implement implements (work)? : works
implement implements (decrease)? : decreases
implement implements (describe)? : describes
implement implements (eat)? : eats
implement implements (enhance)? : enhances
implement implements (estimate)? : estimates
implement implements (generate)? : generates
increase increases (listen)? : listens
increase increases (play)? : plays
increase increases (predict)? : predicts
increase increases (provide)? : provides
increase increases (say)? : says
increase increases (search)? : searches
increase increases (sing)? : sings
increase increases (swim)? : swims
increase increases (vanish)? : vanishes
increase increases (walk)? : walks
increase increases (work)? : works
increase increases (describe)? : describes
increase increases (eat)? : eats
increase increases (enhance)? : enhances
increase increases (estimate)? : estimates
increase increases (generate)? : generates
increase increases (implement)? : implements
listen listens (play)? : plays
listen listens (predict)? : predicts
listen listens (provide)? : provides
listen listens (say)? : says
listen listens (search)? : searches
listen listens (sing)? : sings
listen listens (speak)? : speaks
listen listens (swim)? : swims
listen listens (vanish)? : vanishes
listen listens (walk)? : walks
listen listens (work)? : works
listen listens (decrease)? : decreases
listen listens (describe)? : describes
listen listens (eat)? : eats
listen listens (enhance)? : enhances
listen listens (estimate)? : estimates
listen listens (generate)? : generates
listen listens (implement)? : implements
listen listens (increase)? : increases
play plays (predict)? : predicts
play plays (provide)? : provides
play plays (search)? : searches
play plays (sing)? : sings
play plays (sit)? : sits
play plays (slow)? : slows
play plays (swim)? : swims
play plays (vanish)? : vanishes
play plays (walk)? : walks
play plays (work)? : works
play plays (decrease)? : decreases
play plays (describe)? : describes
play plays (eat)? : eats
play plays (enhance)? : enhances
play plays (estimate)? : estimates
play plays (generate)? : generates
play plays (implement)? : implements
play plays (increase)? : increases
play plays (listen)? : listens
predict predicts (provide)? : provides
predict predicts (say)? : says
predict predicts (search)? : searches
predict predicts (sing)? : sings
predict predicts (sit)? : sits
predict predicts (slow)? : slows
predict predicts (speak)? : speaks
predict predicts (swim)? : swims
predict predicts (vanish)? : vanishes
predict predicts (walk)? : walks
predict predicts (work)? : works
predict predicts (decrease)? : decreases
predict predicts (eat)? : eats
predict predicts (enhance)? : enhances
predict predicts (estimate)? : estimates
predict predicts (generate)? : generates
predict predicts (implement)? : implements
predict predicts (increase)? : increases
predict predicts (listen)? : listens
predict predicts (play)? : plays
provide provides (say)? : says
provide provides (search)? : searches
provide provides (sing)? : sings
provide provides (sit)? : sits
provide provides (swim)? : swims
provide provides (vanish)? : vanishes
provide provides (work)? : works
provide provides (decrease)? : decreases
provide provides (describe)? : describes
provide provides (eat)? : eats
provide provides (enhance)? : enhances
provide provides (estimate)? : estimates
provide provides (generate)? : generates
provide provides (implement)? : implements
provide provides (increase)? : increases
provide provides (listen)? : listens
provide provides (play)? : plays
provide provides (predict)? : predicts
say says (search)? : searches
say says (sing)? : sings
say says (swim)? : swims
say says (vanish)? : vanishes
say says (walk)? : walks
say says (work)? : works
say says (decrease)? : decreases
say says (eat)? : eats
say says (enhance)? : enhances
say says (estimate)? : estimates
say says (generate)? : generates
say says (implement)? : implements
say says (increase)? : increases
say says (listen)? : listens
say says (play)? : plays
say says (predict)? : predicts
say says (provide)? : provides
scream screams (search)? : searches
scream screams (sing)? : sings
scream screams (sit)? : sits
scream screams (slow)? : slows
scream screams (speak)? : speaks
scream screams (swim)? : swims
scream screams (vanish)? : vanishes
scream screams (walk)? : walks
scream screams (work)? : works
scream screams (decrease)? : decreases
scream screams (describe)? : describes
scream screams (eat)? : eats
scream screams (enhance)? : enhances
scream screams (estimate)? : estimates
scream screams (generate)? : generates
scream screams (implement)? : implements
scream screams (increase)? : increases
scream screams (listen)? : listens
scream screams (play)? : plays
scream screams (predict)? : predicts
scream screams (provide)? : provides
scream screams (say)? : says
search searches (sing)? : sings
search searches (sit)? : sits
search searches (slow)? : slows
search searches (speak)? : speaks
search searches (swim)? : swims
search searches (vanish)? : vanishes
search searches (walk)? : walks
search searches (work)? : works
search searches (decrease)? : decreases
search searches (describe)? : describes
search searches (eat)? : eats
search searches (enhance)? : enhances
search searches (estimate)? : estimates
search searches (generate)? : generates
search searches (implement)? : implements
search searches (increase)? : increases
search searches (listen)? : listens
search searches (play)? : plays
search searches (predict)? : predicts
search searches (provide)? : provides
search searches (say)? : says
see sees (slow)? : slows
see sees (vanish)? : vanishes
see sees (work)? : works
see sees (decrease)? : decreases
see sees (enhance)? : enhances
see sees (estimate)? : estimates
see sees (generate)? : generates
see sees (implement)? : implements
see sees (predict)? : predicts
see sees (search)? : searches
shuffle shuffles (sing)? : sings
shuffle shuffles (sit)? : sits
shuffle shuffles (slow)? : slows
shuffle shuffles (speak)? : speaks
shuffle shuffles (swim)? : swims
shuffle shuffles (vanish)? : vanishes
shuffle shuffles (walk)? : walks
shuffle shuffles (work)? : works
shuffle shuffles (write)? : writes
shuffle shuffles (decrease)? : decreases
shuffle shuffles (describe)? : describes
shuffle shuffles (eat)? : eats
shuffle shuffles (enhance)? : enhances
shuffle shuffles (estimate)? : estimates
shuffle shuffles (generate)? : generates
shuffle shuffles (implement)? : implements
shuffle shuffles (increase)? : increases
shuffle shuffles (listen)? : listens
shuffle shuffles (play)? : plays
shuffle shuffles (predict)? : predicts
shuffle shuffles (provide)? : provides
shuffle shuffles (say)? : says
shuffle shuffles (search)? : searches
sing sings (speak)? : speaks
sing sings (swim)? : swims
sing sings (vanish)? : vanishes
sing sings (walk)? : walks
sing sings (work)? : works
sing sings (decrease)? : decreases
sing sings (describe)? : describes
sing sings (eat)? : eats
sing sings (enhance)? : enhances
sing sings (estimate)? : estimates
sing sings (generate)? : generates
sing sings (implement)? : implements
sing sings (increase)? : increases
sing sings (listen)? : listens
sing sings (play)? : plays
sing sings (predict)? : predicts
sing sings (provide)? : provides
sing sings (say)? : says
sing sings (search)? : searches
sit sits (swim)? : swims
sit sits (vanish)? : vanishes
sit sits (work)? : works
sit sits (decrease)? : decreases
sit sits (eat)? : eats
sit sits (enhance)? : enhances
sit sits (estimate)? : estimates
sit sits (generate)? : generates
sit sits (implement)? : implements
sit sits (increase)? : increases
sit sits (play)? : plays
sit sits (predict)? : predicts
sit sits (provide)? : provides
sit sits (search)? : searches
sit sits (sing)? : sings
slow slows (speak)? : speaks
slow slows (swim)? : swims
slow slows (vanish)? : vanishes
slow slows (walk)? : walks
slow slows (work)? : works
slow slows (decrease)? : decreases
slow slows (describe)? : describes
slow slows (eat)? : eats
slow slows (enhance)? : enhances
slow slows (estimate)? : estimates
slow slows (generate)? : generates
slow slows (implement)? : implements
slow slows (increase)? : increases
slow slows (listen)? : listens
slow slows (play)? : plays
slow slows (predict)? : predicts
slow slows (provide)? : provides
slow slows (say)? : says
slow slows (search)? : searches
speak speaks (swim)? : swims
speak speaks (vanish)? : vanishes
speak speaks (work)? : works
speak speaks (decrease)? : decreases
speak speaks (eat)? : eats
speak speaks (enhance)? : enhances
speak speaks (estimate)? : estimates
speak speaks (generate)? : generates
speak speaks (implement)? : implements
speak speaks (listen)? : listens
speak speaks (play)? : plays
speak speaks (predict)? : predicts
speak speaks (provide)? : provides
speak speaks (search)? : searches
speak speaks (sing)? : sings
speak speaks (sit)? : sits
speak speaks (slow)? : slows
swim swims (vanish)? : vanishes
swim swims (walk)? : walks
swim swims (work)? : works
swim swims (decrease)? : decreases
swim swims (describe)? : describes
swim swims (eat)? : eats
swim swims (enhance)? : enhances
swim swims (estimate)? : estimates
swim swims (generate)? : generates
swim swims (implement)? : implements
swim swims (increase)? : increases
swim swims (listen)? : listens
swim swims (play)? : plays
swim swims (predict)? : predicts
swim swims (provide)? : provides
swim swims (say)? : says
swim swims (search)? : searches
swim swims (sing)? : sings
swim swims (sit)? : sits
swim swims (slow)? : slows
talk talks (vanish)? : vanishes
talk talks (walk)? : walks
talk talks (work)? : works
talk talks (decrease)? : decreases
talk talks (eat)? : eats
talk talks (enhance)? : enhances
talk talks (generate)? : generates
talk talks (increase)? : increases
talk talks (listen)? : listens
talk talks (play)? : plays
talk talks (predict)? : predicts
talk talks (provide)? : provides
talk talks (search)? : searches
talk talks (sing)? : sings
talk talks (swim)? : swims
think thinks (vanish)? : vanishes
think thinks (work)? : works
think thinks (decrease)? : decreases
think thinks (describe)? : describes
think thinks (enhance)? : enhances
think thinks (estimate)? : estimates
think thinks (generate)? : generates
think thinks (implement)? : implements
think thinks (increase)? : increases
think thinks (listen)? : listens
think thinks (play)? : plays
think thinks (predict)? : predicts
think thinks (provide)? : provides
think thinks (search)? : searches
think thinks (sing)? : sings
think thinks (swim)? : swims
vanish vanishes (walk)? : walks
vanish vanishes (work)? : works
vanish vanishes (decrease)? : decreases
vanish vanishes (describe)? : describes
vanish vanishes (eat)? : eats
vanish vanishes (enhance)? : enhances
vanish vanishes (estimate)? : estimates
vanish vanishes (generate)? : generates
vanish vanishes (implement)? : implements
vanish vanishes (increase)? : increases
vanish vanishes (listen)? : listens
vanish vanishes (play)? : plays
vanish vanishes (predict)? : predicts
vanish vanishes (provide)? : provides
vanish vanishes (say)? : says
vanish vanishes (search)? : searches
vanish vanishes (sing)? : sings
vanish vanishes (sit)? : sits
vanish vanishes (speak)? : speaks
vanish vanishes (swim)? : swims
walk walks (work)? : works
walk walks (decrease)? : decreases
walk walks (describe)? : describes
walk walks (eat)? : eats
walk walks (enhance)? : enhances
walk walks (estimate)? : estimates
walk walks (generate)? : generates
walk walks (implement)? : implements
walk walks (listen)? : listens
walk walks (play)? : plays
walk walks (predict)? : predicts
walk walks (provide)? : provides
walk walks (say)? : says
walk walks (search)? : searches
walk walks (sing)? : sings
walk walks (sit)? : sits
walk walks (swim)? : swims
walk walks (vanish)? : vanishes
work works (decrease)? : decreases
work works (describe)? : describes
work works (eat)? : eats
work works (enhance)? : enhances
work works (estimate)? : estimates
work works (generate)? : generates
work works (implement)? : implements
work works (increase)? : increases
work works (listen)? : listens
work works (play)? : plays
work works (predict)? : predicts
work works (provide)? : provides
work works (say)? : says
work works (search)? : searches
work works (sing)? : sings
work works (sit)? : sits
work works (slow)? : slows
work works (speak)? : speaks
work works (swim)? : swims
work works (vanish)? : vanishes
work works (walk)? : walks
write writes (decrease)? : decreases
write writes (eat)? : eats
write writes (enhance)? : enhances
write writes (estimate)? : estimates
write writes (generate)? : generates
write writes (implement)? : implements
write writes (predict)? : predicts
write writes (provide)? : provides
write writes (search)? : searches
write writes (swim)? : swims
write writes (vanish)? : vanishes
write writes (work)? : works

